,decision,draws,losses,wins,opponent_wins,opponent_losses,opponent_draws,Height_Difference,Age_Difference
1726,Loss,1,7,2,1,5,0,-7.0,7.0
1727,Loss,3,2,18,16,0,3,-2.0,2.0
1728,Loss,3,2,18,16,0,3,-2.0,2.0
1729,Loss,2,3,16,7,0,0,-2.0,-1.0
1730,Loss,0,3,35,10,1,0,0.0,-5.0
1731,Win,1,7,2,2,5,0,-5.0,-5.0
1786,Win,2,6,18,7,0,0,-1.0,-2.0
1787,Win,2,6,18,7,0,0,-1.0,-2.0
1788,Win,0,21,2,1,8,0,1.0,-14.0
1794,Win,2,56,2,2,34,2,13.0,-4.0
1798,Win,2,97,4,3,54,2,5.0,1.0
1821,Win,2,56,2,2,27,2,-3.0,-6.0
1822,Loss,5,57,13,10,48,5,0.0,-3.0
1823,Win,5,57,13,8,44,4,0.0,-3.0
1825,Win,0,24,2,0,2,0,-13.0,0.0
1826,Win,5,61,14,14,44,5,-9.0,-11.0
1832,Win,2,56,2,2,23,1,8.0,-8.0
1852,Win,2,56,2,2,9,1,18.0,-6.0
1855,Win,0,11,0,0,0,0,15.0,-3.0
1856,Loss,1,5,9,4,1,1,13.0,-2.0
1857,Draw,1,5,9,4,1,0,13.0,-2.0
1864,Draw,2,56,2,1,3,0,8.0,5.0
1865,Draw,2,56,2,1,3,0,8.0,5.0
1868,Loss,0,6,12,10,6,0,-5.0,10.0
1869,Loss,0,6,12,10,6,0,-5.0,10.0
1870,Loss,1,0,7,1,0,0,5.0,10.0
1871,Loss,1,0,7,1,0,0,5.0,10.0
1874,Loss,1,2,6,4,2,1,-5.0,10.0
1875,Loss,1,2,6,4,2,1,-5.0,10.0
1878,Loss,1,1,10,6,1,0,-10.0,4.0
1879,Loss,1,1,10,6,1,0,-10.0,4.0
1898,Loss,2,56,2,1,3,1,10.0,0.0
1899,Win,0,39,9,2,21,0,0.0,7.0
1900,Win,0,11,0,0,1,0,7.0,3.0
1901,Win,0,6,12,10,5,0,-3.0,5.0
1902,Win,2,56,2,2,22,1,10.0,-8.0
1905,Win,2,97,4,4,73,2,2.0,-3.0
1908,Win,0,10,4,3,2,0,-8.0,-3.0
1909,Win,0,10,4,3,2,0,-8.0,-3.0
1910,Loss,0,0,10,8,0,0,-8.0,-3.0
1920,Win,2,56,2,2,41,2,10.0,-2.0
1922,Win,2,95,7,3,51,2,-3.0,0.0
1923,Win,0,6,10,6,2,0,-10.0,4.0
1924,Win,0,1,11,11,0,0,-10.0,2.0
1930,Win,1,36,11,10,20,1,13.0,-7.0
1931,Win,0,3,21,21,2,0,0.0,1.0
1933,Win,2,1,23,19,0,2,0.0,-2.0
1969,Win,5,57,13,13,55,5,18.0,3.0
1970,Win,5,57,13,6,31,2,18.0,3.0
1971,Win,0,24,2,0,1,0,5.0,6.0
1973,Loss,1,5,9,8,3,1,10.0,4.0
1979,Win,2,64,8,8,63,2,5.0,-8.0
1980,Win,4,52,7,4,17,1,8.0,-5.0
1982,Win,0,13,6,4,5,0,5.0,0.0
1983,Win,0,13,6,4,5,0,5.0,0.0
1999,Win,2,5,25,25,4,2,0.0,-5.0
2000,Win,2,5,25,25,4,2,0.0,-5.0
2001,Win,2,95,7,1,10,1,-3.0,-4.0
2003,Draw,2,3,19,18,0,1,-5.0,-5.0
2011,Win,3,15,5,5,9,3,0.0,2.0
2012,Win,4,52,7,3,11,1,3.0,-6.0
2013,Loss,0,11,4,1,4,0,-2.0,-9.0
2014,Win,3,34,8,5,14,2,3.0,-14.0
2015,Win,1,12,16,5,7,0,4.0,-8.0
2016,Loss,0,3,26,24,3,0,0.0,-1.0
2027,Win,0,6,24,20,2,0,-13.0,-5.0
2028,Win,0,23,27,9,0,0,-5.0,2.0
2029,Win,1,28,33,10,7,0,-2.0,-4.0
2033,Win,2,97,4,3,68,2,0.0,-2.0
2036,Draw,2,0,8,8,0,0,3.0,-2.0
2045,Win,0,6,18,18,4,0,4.0,4.0
2046,Win,4,16,10,10,12,4,5.0,4.0
2047,Win,5,61,14,13,19,4,7.0,-8.0
2049,Win,2,6,48,46,5,2,7.0,-10.0
2050,Loss,0,3,26,21,2,0,0.0,2.0
2051,Win,8,21,6,6,19,8,8.0,-6.0
2082,Win,5,57,13,13,49,5,11.0,-3.0
2083,Win,5,57,13,6,32,2,11.0,-3.0
2084,Win,5,57,13,4,18,2,11.0,-3.0
2086,Win,0,39,9,7,34,0,-2.0,1.0
2087,Win,1,5,9,9,4,1,3.0,-2.0
2088,Win,1,7,14,13,5,1,3.0,0.0
2089,Win,1,7,14,13,5,1,3.0,0.0
2090,Win,1,7,14,13,5,1,3.0,0.0
2144,Win,4,52,7,7,35,3,0.0,-5.0
2148,Win,2,95,7,2,39,2,2.0,9.0
2150,Win,2,95,7,2,39,2,2.0,9.0
2156,Win,2,97,4,4,91,2,7.0,6.0
2175,Win,0,12,8,7,7,0,3.0,-8.0
2176,Win,0,12,8,7,7,0,3.0,-8.0
2184,Draw,1,1,9,9,1,0,-3.0,2.0
2185,Draw,2,0,11,11,0,1,-3.0,4.0
2187,Win,0,1,9,9,0,0,8.0,3.0
2190,Win,0,10,0,0,1,0,0.0,4.0
2191,Win,0,2,11,11,1,0,0.0,-2.0
2215,Win,2,97,4,3,67,2,7.0,6.0
2216,Win,2,97,4,3,67,2,7.0,6.0
2219,Win,2,97,4,4,77,2,2.0,4.0
2221,Win,0,10,0,0,5,0,-8.0,8.0
2233,Win,2,97,4,4,89,2,15.0,-2.0
2234,Win,2,67,5,5,59,2,8.0,-3.0
2236,Win,2,47,2,0,31,2,3.0,-3.0
2237,Win,0,17,2,2,1,0,8.0,-2.0
2239,Win,2,6,5,4,2,1,10.0,-2.0
2240,Win,2,97,4,3,49,2,10.0,6.0
2242,Win,2,28,1,1,15,2,10.0,-4.0
2243,Win,2,28,1,1,15,2,10.0,-4.0
2294,Win,2,97,4,4,94,2,5.0,3.0
2295,Loss,0,1,12,3,0,0,-10.0,2.0
2296,Loss,1,1,10,3,0,0,3.0,0.0
2299,Loss,0,0,11,1,0,0,16.0,3.0
2300,Loss,0,1,11,3,0,0,-2.0,3.0
2303,Loss,0,0,8,0,0,0,-2.0,-9.0
2304,Loss,0,0,8,0,0,0,-2.0,-9.0
2309,Loss,0,0,10,4,0,0,3.0,3.0
2310,Loss,3,0,19,9,0,0,3.0,4.0
2312,Loss,0,12,8,3,0,0,3.0,-2.0
2314,Loss,0,0,14,5,0,0,0.0,3.0
2315,Loss,0,1,12,8,0,0,-2.0,3.0
2316,Loss,0,1,15,3,0,0,0.0,2.0
2321,Loss,0,0,13,12,0,0,0.0,3.0
2322,Loss,0,2,10,2,0,0,5.0,3.0
2323,Loss,0,1,11,5,0,0,-7.0,2.0
2324,Loss,0,0,11,9,0,0,3.0,3.0
2330,Loss,1,2,7,5,2,1,-2.0,3.0
2333,Loss,0,0,7,1,0,0,8.0,4.0
2334,Loss,0,1,5,1,0,0,-2.0,-1.0
2342,Win,2,97,4,4,75,2,10.0,2.0
2343,Loss,0,0,10,9,0,0,0.0,2.0
2344,Win,2,64,8,4,30,2,5.0,-6.0
2345,Loss,0,6,11,8,5,0,5.0,2.0
2346,Win,4,52,7,7,34,3,8.0,-3.0
2347,Win,3,34,8,6,19,2,8.0,-11.0
2348,Win,2,97,4,3,57,2,2.0,5.0
2350,Loss,0,1,6,5,1,0,-8.0,5.0
2351,Win,2,95,7,2,30,2,-3.0,2.0
2352,Loss,0,1,14,12,1,0,-3.0,8.0
2353,Loss,0,0,14,13,0,0,-3.0,5.0
2354,Loss,0,1,12,10,0,0,-5.0,5.0
2356,Win,3,34,8,6,15,2,0.0,-8.0
2357,Loss,0,1,11,9,0,0,-10.0,4.0
2358,Loss,1,0,10,8,0,0,-3.0,8.0
2359,Loss,1,0,10,8,0,0,-3.0,8.0
2391,Win,0,38,5,5,35,0,-3.0,3.0
2393,Loss,0,1,9,7,1,0,-8.0,9.0
2412,Win,0,42,4,3,36,0,2.0,-6.0
2413,Win,0,42,4,3,36,0,2.0,-6.0
2414,Win,2,114,9,8,96,1,10.0,-4.0
2434,Win,0,42,4,2,24,0,2.0,-5.0
2435,Win,0,42,4,2,24,0,2.0,-5.0
2436,Win,0,42,4,2,24,0,2.0,-5.0
2437,Win,0,42,4,2,24,0,2.0,-5.0
2438,Win,2,114,9,7,71,1,10.0,-3.0
2439,Win,2,114,9,7,71,1,10.0,-3.0
2440,Loss,0,1,7,6,0,0,-3.0,0.0
2441,Loss,0,1,7,6,0,0,-3.0,0.0
2453,Win,0,42,4,3,34,0,0.0,-5.0
2454,Win,0,42,4,3,34,0,0.0,-5.0
2456,Win,0,30,2,1,12,0,3.0,-4.0
2457,Loss,0,1,12,6,1,0,4.0,2.0
2490,Loss,0,0,10,7,0,0,5.0,3.0
2491,Win,1,4,5,5,3,1,10.0,-11.0
2492,Win,1,4,5,5,3,1,10.0,-11.0
2494,Loss,0,1,12,9,1,0,-3.0,-2.0
2495,Loss,1,1,10,7,0,0,10.0,-4.0
2496,Loss,0,2,17,12,2,0,0.0,-4.0
2509,Loss,0,0,10,8,0,0,0.0,14.0
2510,Loss,3,26,24,11,7,1,6.0,0.0
2512,Loss,0,0,23,10,0,0,1.0,8.0
2558,Win,0,6,10,7,5,0,-5.0,-3.0
2559,Win,3,8,11,11,7,3,0.0,-14.0
2648,Win,1,36,11,9,17,1,15.0,1.0
2649,Win,0,7,22,10,1,0,7.0,-6.0
2652,Win,5,61,14,13,26,4,9.0,-2.0
2654,Win,0,4,36,15,0,0,10.0,-2.0
2669,Loss,1,36,11,10,33,1,8.0,-2.0
2670,Loss,1,36,11,10,33,1,8.0,-2.0
2683,Win,1,13,9,8,7,0,-7.0,7.0
2684,Win,1,13,9,8,7,0,-7.0,7.0
2685,Win,1,13,9,8,7,0,-7.0,7.0
2686,Win,1,13,9,8,7,0,-7.0,7.0
2687,Win,0,3,13,9,0,0,-5.0,3.0
2688,Win,0,3,13,9,0,0,-5.0,3.0
2714,Loss,0,1,20,19,1,0,0.0,-3.0
2715,Loss,0,1,20,19,1,0,0.0,-3.0
2743,Win,2,3,16,16,2,2,6.0,-5.0
2744,Win,2,3,16,16,2,2,6.0,-5.0
2753,Loss,1,3,36,33,3,1,8.0,-1.0
2754,Loss,1,3,36,33,3,1,8.0,-1.0
2836,Loss,1,6,30,11,0,1,-10.0,2.0
2837,Loss,0,8,33,23,3,0,-3.0,6.0
2885,Draw,1,6,7,5,2,0,1.0,-7.0
2886,Draw,1,6,7,5,2,0,1.0,-7.0
2887,Win,1,6,13,12,3,1,3.0,-4.0
2888,Win,1,6,13,12,3,1,3.0,-4.0
2889,Win,1,6,13,12,3,1,3.0,-4.0
2890,Win,1,6,13,12,3,1,3.0,-4.0
2891,Win,1,6,13,12,3,1,3.0,-4.0
2892,Win,1,6,13,12,3,1,3.0,-4.0
2893,Loss,1,6,10,4,2,0,1.0,-2.0
2894,Loss,1,6,10,4,2,0,1.0,-2.0
2895,Loss,1,6,10,4,2,0,1.0,-2.0
2896,Loss,1,6,10,4,2,0,1.0,-2.0
2897,Loss,1,6,7,4,2,0,4.0,-1.0
2898,Loss,1,1,10,9,1,1,-6.0,4.0
2923,Win,0,2,10,6,0,0,-3.0,-3.0
2924,Win,0,2,10,6,0,0,-3.0,-3.0
2925,Win,0,2,10,6,0,0,-3.0,-3.0
2926,Win,1,10,19,12,3,1,-5.0,-6.0
2927,Win,1,10,19,12,3,1,-5.0,-6.0
2928,Win,1,10,19,12,3,1,-5.0,-6.0
2929,Win,5,57,13,6,29,2,3.0,-5.0
2930,Win,5,57,13,6,29,2,3.0,-5.0
2931,Win,5,57,13,6,29,2,3.0,-5.0
2955,Win,4,12,15,13,7,4,6.0,-4.0
2956,Loss,0,1,13,8,0,0,1.0,-5.0
2957,Loss,0,1,13,8,0,0,1.0,-5.0
2961,Loss,1,3,26,3,1,1,7.0,0.0
2966,Win,1,7,39,34,5,1,-5.0,4.0
2967,Loss,0,2,24,13,0,0,-2.0,0.0
2979,Win,1,3,31,29,2,1,3.0,3.0
2980,Win,1,3,31,29,2,1,3.0,3.0
2985,Loss,0,0,20,11,0,0,6.0,-2.0
2986,Loss,0,0,20,8,0,0,6.0,-2.0
2987,Loss,0,0,20,11,0,0,6.0,-2.0
2988,Loss,0,0,20,8,0,0,6.0,-2.0
2989,Win,5,18,23,19,9,4,6.0,-4.0
2990,Win,5,18,23,19,9,4,6.0,-4.0
2991,Loss,0,0,14,8,0,0,-1.0,1.0
2992,Loss,0,0,14,8,0,0,-1.0,1.0
2993,Win,0,7,24,21,0,0,-1.0,-4.0
2994,Win,0,7,24,21,0,0,-1.0,-4.0
2995,Win,2,15,23,7,2,1,-5.0,0.0
2996,Win,2,15,23,7,2,1,-5.0,0.0
3062,Win,3,15,5,5,14,3,-3.0,8.0
3063,Win,6,14,10,5,3,5,5.0,-5.0
3064,Win,6,14,10,5,3,5,5.0,-5.0
3065,Draw,5,61,14,10,13,2,4.0,-5.0
3066,Loss,5,61,14,9,11,2,4.0,-5.0
3069,Win,4,52,7,7,30,3,5.0,-3.0
3070,Win,2,15,1,1,9,2,0.0,-2.0
3071,Win,4,6,18,18,5,4,5.0,-1.0
3073,Win,0,24,2,2,20,0,-5.0,0.0
3074,Win,2,95,7,3,56,2,-8.0,-4.0
3075,Win,5,61,14,14,52,5,-1.0,-11.0
3131,Loss,0,3,22,21,3,0,-3.0,-7.0
3132,Loss,0,3,22,21,3,0,-3.0,-7.0
3137,Win,3,15,5,5,11,3,2.0,2.0
3138,Win,3,15,5,5,11,3,2.0,2.0
3139,Win,0,6,11,8,4,0,2.0,-1.0
3140,Win,0,6,11,8,4,0,2.0,-1.0
3151,Loss,1,4,5,3,2,1,3.0,-7.0
3152,Loss,1,4,5,3,2,1,3.0,-7.0
3154,Win,1,33,2,2,28,1,-10.0,4.0
3165,Loss,0,0,8,7,0,0,-8.0,3.0
3166,Loss,0,1,9,4,0,0,-3.0,1.0
3167,Loss,0,1,9,2,0,0,-3.0,1.0
3168,Loss,0,0,12,5,0,0,-5.0,1.0
3169,Loss,0,0,13,5,0,0,-3.0,-3.0
3170,Loss,1,1,9,6,0,0,-3.0,-9.0
3171,Loss,0,1,20,18,1,0,-7.0,-1.0
3173,Draw,2,9,8,7,9,1,-4.0,-9.0
3174,Loss,0,6,28,24,6,0,-5.0,1.0
3175,Loss,0,1,11,4,0,0,-8.0,1.0
3176,Loss,1,1,8,4,0,1,-10.0,5.0
3178,Loss,0,1,7,5,0,0,-8.0,1.0
3180,Loss,2,1,9,7,1,2,2.0,1.0
3187,Loss,0,0,10,6,0,0,-10.0,3.0
3188,Loss,0,0,10,6,0,0,-10.0,3.0
3217,Win,0,1,12,9,0,0,-8.0,10.0
3222,Loss,0,1,12,7,0,0,-3.0,2.0
3226,Loss,0,0,13,6,0,0,0.0,5.0
3227,Win,0,6,10,6,1,0,0.0,4.0
3228,Win,2,41,10,8,13,1,1.0,-5.0
3229,Win,3,17,16,13,9,2,2.0,-4.0
3230,Win,0,6,16,15,4,0,10.0,-1.0
3231,Loss,0,1,12,11,1,0,-18.0,9.0
3232,Loss,0,3,32,31,3,0,-10.0,4.0
3233,Loss,0,5,46,33,3,0,-8.0,2.0
3234,Loss,0,0,23,20,0,0,-9.0,8.0
3238,Loss,0,1,18,17,1,0,-12.0,10.0
3239,Loss,0,0,11,9,0,0,-11.0,9.0
3240,Loss,0,1,37,15,0,0,-5.0,8.0
3241,Loss,1,1,10,9,1,0,10.0,-2.0
3243,Win,2,95,7,3,42,2,7.0,-2.0
3244,Win,4,52,7,7,31,3,10.0,-4.0
3245,Win,0,12,8,7,2,0,10.0,-4.0
3246,Win,0,10,0,0,8,0,2.0,5.0
3247,Win,2,15,1,1,8,1,5.0,-3.0
3291,Win,0,2,17,12,1,0,3.0,-2.0
3292,Loss,0,1,15,14,1,0,8.0,-10.0
3293,Win,2,95,7,2,26,2,10.0,-2.0
3294,Win,2,31,5,3,8,0,11.0,-6.0
3295,Win,2,31,5,3,8,0,11.0,-6.0
3296,Win,3,12,29,29,11,3,18.0,-9.0
3297,Win,0,6,10,7,4,0,3.0,2.0
3299,Win,0,2,7,3,1,0,-4.0,-2.0
3300,Win,0,1,15,15,0,0,-4.0,-2.0
3301,Win,3,26,24,21,19,2,5.0,-12.0
3303,Loss,1,2,12,9,1,1,-5.0,-2.0
3304,Win,2,20,6,4,4,1,-1.0,-5.0
3305,Win,3,7,5,2,3,1,4.0,-2.0
3315,Loss,0,2,17,14,2,0,-10.0,1.0
3318,Loss,0,1,17,15,0,0,0.0,4.0
3319,Loss,3,3,22,21,3,2,-5.0,-1.0
3320,Loss,0,2,17,7,0,0,-1.0,5.0
3322,Loss,0,0,12,0,0,0,-2.0,6.0
3324,Loss,2,20,6,3,2,1,4.0,5.0
3326,Win,0,8,2,1,1,0,-6.0,8.0
3328,Draw,5,36,9,9,12,2,5.0,3.0
3329,Loss,0,2,10,5,1,0,-4.0,8.0
3330,Loss,0,2,10,5,1,0,-4.0,8.0
3331,Win,0,2,17,11,0,0,0.0,-5.0
3334,Win,3,3,22,19,2,1,5.0,-7.0
3335,Win,1,4,18,15,2,1,2.0,-4.0
3336,Win,0,1,13,12,0,0,-5.0,-3.0
3360,Loss,0,0,8,6,0,0,-15.0,2.0
3361,Loss,0,1,9,0,0,0,-2.0,3.0
3362,Loss,0,1,11,4,0,0,-7.0,0.0
3363,Loss,0,1,11,1,0,0,-7.0,0.0
3366,Loss,2,95,7,5,92,2,-5.0,-3.0
3367,Loss,0,12,8,0,0,0,-2.0,-5.0
3368,Loss,0,0,14,1,0,0,-5.0,0.0
3369,Loss,0,3,10,8,3,0,-7.0,-6.0
3370,Loss,0,1,12,3,0,0,-7.0,0.0
3371,Loss,0,0,6,0,0,0,-5.0,-1.0
3372,Loss,0,5,12,5,1,0,-2.0,0.0
3373,Loss,1,0,13,4,0,1,-10.0,0.0
3374,Loss,0,2,10,1,0,0,0.0,0.0
3375,Loss,0,0,7,1,0,0,-2.0,-4.0
3376,Loss,1,2,6,2,0,1,-5.0,0.0
3377,Loss,1,1,10,3,1,0,-10.0,-6.0
3378,Loss,0,2,11,3,0,0,-10.0,-2.0
3382,Loss,0,1,8,5,0,0,-10.0,0.0
3383,Loss,0,1,8,5,0,0,-10.0,0.0
3384,Loss,0,1,8,5,0,0,-10.0,0.0
3385,Loss,1,1,9,4,0,0,0.0,2.0
3386,Loss,0,0,8,1,0,0,-7.0,-6.0
3387,Loss,0,0,8,1,0,0,-7.0,-6.0
3397,Win,2,31,5,5,23,1,1.0,1.0
3398,Win,2,31,5,5,23,1,1.0,1.0
3400,Loss,0,2,35,20,1,0,-3.0,10.0
3401,Win,0,23,27,25,15,0,-6.0,11.0
3402,Loss,0,1,12,8,1,0,-5.0,12.0
3406,Loss,0,0,23,15,0,0,-5.0,8.0
3407,Win,3,8,11,6,4,2,-6.0,0.0
3408,Loss,0,0,11,7,0,0,-7.0,9.0
3411,Loss,0,0,9,7,0,0,-13.0,9.0
3440,Draw,1,4,18,15,2,0,-3.0,3.0
3441,Loss,0,0,13,10,0,0,-5.0,7.0
3442,Loss,2,6,37,31,2,1,-5.0,-1.0
3443,Draw,2,6,37,31,2,0,-5.0,-1.0
3444,Win,0,6,16,16,5,0,5.0,1.0
3452,Win,0,6,11,11,5,0,0.0,-3.0
3453,Win,2,31,5,0,1,0,1.0,-10.0
3454,Win,2,31,5,0,1,0,1.0,-10.0
3455,Win,0,12,8,7,5,0,3.0,-8.0
3465,Draw,2,15,1,1,5,0,0.0,1.0
3466,Draw,2,15,1,1,5,0,0.0,1.0
3475,Win,2,95,7,2,19,2,0.0,-2.0
3476,Win,0,11,4,3,8,0,-2.0,-7.0
3519,Win,0,2,1,1,0,0,12.0,-5.0
3520,Win,0,2,1,1,0,0,12.0,-5.0
3521,Win,0,2,1,1,0,0,12.0,-5.0
3579,Loss,0,1,4,2,0,0,-10.0,4.0
3580,Loss,0,2,7,5,1,0,-10.0,3.0
3581,Loss,0,2,7,5,1,0,-10.0,3.0
3584,Loss,2,2,12,8,0,2,-8.0,3.0
3585,Loss,0,3,14,4,0,0,-8.0,4.0
3587,Loss,2,64,8,3,16,2,-3.0,-5.0
3589,Loss,0,2,10,7,1,0,-18.0,0.0
3590,Loss,2,9,8,4,8,1,-9.0,-7.0
3592,Loss,0,6,28,25,6,0,-10.0,3.0
3593,Loss,0,1,11,6,0,0,-13.0,3.0
3601,Loss,0,0,10,5,0,0,-15.0,5.0
3602,Loss,0,0,10,5,0,0,-15.0,5.0
3603,Loss,0,0,8,4,0,0,18.0,1.0
3606,Loss,1,3,3,2,3,1,-10.0,3.0
3610,Loss,0,1,8,6,0,0,-5.0,3.0
3611,Loss,1,1,7,3,0,1,-13.0,3.0
3720,Loss,0,1,10,3,0,0,0.0,9.0
3721,Loss,0,1,8,4,0,0,-2.0,9.0
3722,Loss,2,12,27,18,8,2,-10.0,3.0
3724,Loss,0,0,9,2,0,0,-7.0,11.0
3725,Loss,0,0,9,2,0,0,-7.0,11.0
3726,Loss,0,0,7,6,0,0,-5.0,6.0
3727,Loss,0,0,7,6,0,0,-5.0,6.0
3731,Loss,0,2,5,4,1,0,0.0,3.0
3733,Loss,0,2,10,7,1,0,-10.0,9.0
3739,Loss,0,1,14,9,0,0,-7.0,9.0
3740,Loss,0,0,10,3,0,0,-20.0,9.0
3741,Loss,1,2,16,7,0,0,-10.0,9.0
3743,Loss,0,9,32,14,1,0,-9.0,0.0
3744,Loss,1,3,22,4,0,1,-12.0,6.0
3745,Win,0,1,10,10,0,0,7.0,3.0
3746,Win,0,10,16,16,8,0,5.0,0.0
3747,Win,0,10,16,16,8,0,5.0,0.0
3748,Win,0,10,16,16,8,0,5.0,0.0
3749,Win,2,9,8,4,7,1,6.0,-7.0
3750,Win,1,10,10,5,7,1,5.0,1.0
3768,Loss,0,2,13,9,0,0,-10.0,5.0
3769,Loss,0,2,13,9,0,0,-10.0,5.0
3770,Win,2,114,9,4,17,0,5.0,2.0
3771,Win,2,114,9,4,17,0,5.0,2.0
3774,Loss,0,2,28,3,0,0,-5.0,1.0
3775,Loss,0,2,28,3,0,0,-5.0,1.0
3776,Loss,0,2,10,8,1,0,-13.0,2.0
3777,Loss,0,2,10,8,1,0,-13.0,2.0
3782,Loss,1,1,13,11,1,0,-6.0,8.0
3783,Loss,1,1,13,11,1,0,-6.0,8.0
3786,Loss,0,2,14,11,1,0,-5.0,-5.0
3787,Loss,0,2,14,11,1,0,-5.0,-5.0
3788,Loss,0,2,14,11,1,0,-5.0,-5.0
3789,Loss,0,2,14,11,1,0,-5.0,-5.0
3790,Loss,0,2,14,11,1,0,-5.0,-5.0
3791,Loss,0,2,14,11,1,0,-5.0,-5.0
3792,Loss,0,2,11,8,1,0,-10.0,6.0
3793,Loss,0,2,11,8,1,0,-10.0,6.0
3814,Loss,2,12,27,21,8,2,-10.0,1.0
3815,Loss,3,6,28,0,0,0,-10.0,0.0
3817,Loss,0,1,18,9,0,0,-7.0,7.0
3818,Loss,0,1,18,9,0,0,-7.0,7.0
3819,Loss,0,0,13,9,0,0,-7.0,7.0
3820,Loss,0,0,13,9,0,0,-7.0,7.0
3823,Win,3,37,13,2,1,0,-2.0,6.0
3824,Loss,0,2,28,0,0,0,-2.0,3.0
3825,Win,2,12,27,26,9,2,-5.0,-4.0
3826,Win,1,5,35,32,4,1,-2.0,-4.0
3827,Win,0,16,27,22,10,0,8.0,-4.0
3828,Win,3,6,28,27,3,3,-5.0,-5.0
3831,Loss,2,12,27,10,3,1,-6.0,4.0
3832,Loss,3,8,22,14,5,2,2.0,6.0
3833,Loss,3,8,22,14,5,2,2.0,6.0
3834,Loss,0,5,28,14,0,0,7.0,5.0
3835,Loss,0,10,38,31,5,0,2.0,-1.0
3836,Loss,0,10,38,29,4,0,2.0,-1.0
3839,Loss,2,0,18,8,0,2,2.0,8.0
3840,Loss,1,10,24,10,4,1,4.0,6.0
3885,Win,2,12,27,24,8,2,-3.0,-2.0
3886,Win,2,12,27,24,8,2,-3.0,-2.0
3887,Win,2,8,23,17,2,0,3.0,-1.0
3888,Win,2,8,23,17,2,0,3.0,-1.0
3893,Win,0,2,26,24,1,0,-4.0,-11.0
3894,Win,0,2,26,24,1,0,-4.0,-11.0
3895,Win,3,43,7,0,1,1,4.0,-1.0
3896,Win,3,43,7,0,1,1,4.0,-1.0
3897,Win,1,15,22,18,11,1,1.0,-3.0
3898,Win,1,15,22,18,11,1,1.0,-3.0
3899,Win,0,3,25,19,0,0,5.0,1.0
3900,Win,0,3,25,19,0,0,5.0,1.0
3901,Win,0,4,26,26,2,0,5.0,1.0
3902,Win,0,4,26,26,2,0,5.0,1.0
3935,Loss,0,1,9,2,0,0,13.0,0.0
3936,Loss,1,3,10,4,1,1,-3.0,-1.0
3937,Loss,0,1,10,0,0,0,-5.0,-6.0
3938,Loss,1,7,14,12,5,1,5.0,0.0
3939,Loss,1,7,14,12,5,1,5.0,0.0
3940,Loss,1,7,14,12,5,1,5.0,0.0
3942,Loss,0,0,7,2,0,0,5.0,0.0
3945,Win,0,1,9,7,0,0,0.0,3.0
3946,Loss,0,1,9,5,0,0,0.0,3.0
3947,Loss,1,1,14,12,1,1,-11.0,3.0
3948,Loss,1,1,14,7,1,0,-11.0,3.0
3949,Loss,1,1,14,3,1,0,-11.0,3.0
3950,Loss,1,3,10,5,2,1,-16.0,2.0
3951,Win,1,3,10,5,1,1,-16.0,2.0
3952,Loss,0,1,13,3,0,0,-11.0,-2.0
3953,Loss,0,1,13,3,0,0,-11.0,-2.0
3954,Loss,1,1,21,1,0,0,-16.0,2.0
3955,Loss,0,0,13,1,0,0,-3.0,5.0
3956,Loss,0,0,13,1,0,0,-3.0,5.0
3957,Loss,0,0,13,1,0,0,-3.0,5.0
3958,Win,0,2,5,3,0,0,-18.0,-5.0
3960,Win,0,2,7,3,0,0,2.0,2.0
3961,Win,1,3,5,4,0,0,-6.0,-1.0
3962,Loss,0,1,10,9,1,0,-18.0,-3.0
3963,Loss,0,1,10,1,0,0,-18.0,-3.0
3964,Loss,1,5,9,2,1,0,-8.0,1.0
3969,Loss,1,7,14,9,0,1,-8.0,3.0
3970,Loss,1,7,14,9,0,1,-8.0,3.0
3971,Loss,1,7,14,9,0,1,-8.0,3.0
3972,Loss,1,7,14,2,0,0,-8.0,3.0
3973,Loss,1,7,14,2,0,0,-8.0,3.0
3974,Loss,1,7,14,2,0,0,-8.0,3.0
3975,Loss,1,0,7,3,0,0,-6.0,2.0
3976,Win,0,1,8,3,0,0,-8.0,2.0
3977,Draw,2,0,11,6,0,0,-11.0,6.0
3978,Loss,0,1,9,4,0,0,-8.0,0.0
3979,Loss,0,1,9,0,0,0,-8.0,0.0
3983,Loss,0,1,9,4,0,0,9.0,11.0
3984,Loss,1,6,30,25,4,1,-9.0,2.0
3985,Loss,1,8,30,17,1,1,-2.0,3.0
3986,Loss,1,8,30,17,1,1,-2.0,3.0
3987,Loss,0,0,11,7,0,0,9.0,10.0
3988,Loss,2,1,23,8,0,0,-7.0,8.0
3990,Loss,0,1,11,8,0,0,-9.0,10.0
3991,Loss,0,0,10,8,0,0,-4.0,10.0
3993,Loss,6,14,10,4,1,4,1.0,0.0
3994,Loss,6,14,10,4,1,4,1.0,0.0
3995,Loss,0,8,32,9,0,0,-4.0,6.0
3996,Loss,0,0,17,8,0,0,5.0,3.0
3997,Loss,0,0,17,8,0,0,5.0,3.0
3998,Loss,0,8,33,27,6,0,-2.0,6.0
4001,Loss,0,3,13,10,2,0,-7.0,8.0
4002,Loss,0,3,13,8,0,0,-7.0,8.0
4003,Loss,0,0,7,3,0,0,1.0,11.0
4004,Draw,2,4,20,7,1,1,-4.0,5.0
